,tracks,albums,shows,episodes,bannedTracks,other
225,"{'artist': 'DREAMERS', 'album': 'Sweet Disaster', 'track': 'Sweet Disaster - Acoustic'}",,,,,
226,"{'artist': 'Jukebox The Ghost', 'album': 'Let Live & Let Ghosts', 'track': 'Hold It In'}",,,,,
227,"{'artist': 'Wallows', 'album': 'Scrawny / Are You Bored Yet?', 'track': 'Are You Bored Yet? (feat. Clairo)'}",,,,,
228,"{'artist': 'Demi Lovato', 'album': 'Camp Rock OST', 'track': 'This Is Me'}",,,,,
229,"{'artist': 'Fetty Wap', 'album': 'Trap Queen', 'track': 'Trap Queen'}",,,,,
230,"{'artist': 'Flyleaf', 'album': 'Flyleaf', 'track': ""I'm So Sick""}",,,,,
231,"{'artist': 'Fall Out Boy', 'album': 'American Beauty/American Psycho', 'track': 'Centuries'}",,,,,
232,"{'artist': 'Fynn Kliemann', 'album': 'Nie', 'track': 'Dunkelblau'}",,,,,
233,"{'artist': 'Mikal Cronin', 'album': 'MCII', 'track': 'Weight'}",,,,,
234,"{'artist': 'The Ready Set', 'album': 'Feel Good Now', 'track': 'Killer'}",,,,,
235,"{'artist': 'BTS', 'album': ""Love Yourself 承 'Her'"", 'track': 'MIC Drop'}",,,,,
236,"{'artist': 'WALK THE MOON', 'album': 'Walk The Moon', 'track': 'Anna Sun'}",,,,,
237,"{'artist': 'Bastille', 'album': 'Wild World', 'track': 'The Anchor'}",,,,,
238,"{'artist': 'Will Joseph Cook', 'album': 'Sweet Dreamer', 'track': 'Beach - I Wanna Make You Mine'}",,,,,
239,"{'artist': 'Fall Out Boy', 'album': 'Lake Effect Kid', 'track': 'Super Fade'}",,,,,
240,"{'artist': 'boris smile', 'album': 'Young and It Feels so Good', 'track': 'True Colors'}",,,,,
241,"{'artist': 'Joywave', 'album': 'Koda Vista', 'track': 'True Grit'}",,,,,
242,"{'artist': 'The 1975', 'album': 'The 1975', 'track': 'Undo'}",,,,,
243,"{'artist': 'Black Bear', 'album': 'The Cinnamon Phase', 'track': 'Your Princess Is Priceless'}",,,,,
244,"{'artist': 'Quinn XCII', 'album': 'The Story of Us', 'track': 'Fake Denim'}",,,,,
245,"{'artist': 'The Front Bottoms', 'album': 'Back On Top', 'track': 'Summer Shandy'}",,,,,
246,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'Kamikaze'}",,,,,
247,"{'artist': 'Fall Out Boy', 'album': 'Champion', 'track': 'Champion'}",,,,,
248,"{'artist': 'Grizzly Bear', 'album': 'Veckatimest', 'track': 'Two Weeks'}",,,,,
249,"{'artist': 'George Harrison', 'album': 'All Things Must Pass', 'track': 'My Sweet Lord - 2014 Mix'}",,,,,
250,"{'artist': 'Rex Orange County', 'album': 'Pony', 'track': 'Laser Lights'}",,,,,
251,"{'artist': '88rising', 'album': 'Head In The Clouds II', 'track': 'Walking (feat. Swae Lee & Major Lazer)'}",,,,,
252,"{'artist': 'Clairo', 'album': 'Flaming Hot Cheetos', 'track': 'Flaming Hot Cheetos'}",,,,,
253,"{'artist': 'Phum Viphurit', 'album': 'Hello, Anxiety', 'track': 'Hello, Anxiety'}",,,,,
254,"{'artist': 'Nurses', 'album': 'Dracula', 'track': 'Fever Dreams'}",,,,,
255,"{'artist': 'Nine Inch Nails', 'album': 'The Downward Spiral', 'track': 'Closer'}",,,,,
256,"{'artist': 'Bad Suns', 'album': 'Language & Perspective', 'track': 'Rearview'}",,,,,
257,"{'artist': 'Yoke Lore', 'album': 'Goodpain', 'track': 'Goodpain'}",,,,,
258,"{'artist': 'Post Malone', 'album': 'beerbongs & bentleys', 'track': 'Psycho (feat. Ty Dolla $ign)'}",,,,,
259,"{'artist': 'Grace Petrie', 'album': 'Heart First Aid Kit', 'track': 'Make America Hate Again'}",,,,,
260,"{'artist': 'Dance Gavin Dance', 'album': 'Instant Gratification', 'track': 'Death Of A Strawberry'}",,,,,
261,"{'artist': 'Bon Iver', 'album': '22, A Million', 'track': '33 “GOD”'}",,,,,
262,"{'artist': 'The Front Bottoms', 'album': 'Raining', 'track': 'Raining'}",,,,,
263,"{'artist': 'BTS', 'album': ""Love Yourself 轉 'Tear'"", 'track': 'FAKE LOVE'}",,,,,
264,"{'artist': 'Joywave', 'album': 'How Do You Feel Now?', 'track': 'Feels Like a Lie'}",,,,,
265,"{'artist': 'Twenty One Pilots', 'album': 'Trench', 'track': 'Morph'}",,,,,
266,"{'artist': 'Brick + Mortar', 'album': 'Dropped', 'track': 'Hollow Tune'}",,,,,
267,"{'artist': 'Yoke Lore', 'album': 'Goodpain', 'track': 'Beige'}",,,,,
268,"{'artist': 'Future Islands', 'album': 'On the Water', 'track': 'Balance'}",,,,,
269,"{'artist': 'Hong Dae Kwang', 'album': ""It's alright This is love (Original Television Soundtrack) Vol. 1"", 'track': 'I Feel You'}",,,,,
270,"{'artist': 'Saint Raymond', 'album': 'Escapade', 'track': 'Fall At Your Feet'}",,,,,
271,"{'artist': 'MARINA', 'album': 'Love + Fear', 'track': 'Orange Trees'}",,,,,
272,"{'artist': 'The Kooks', 'album': 'Listen', 'track': 'Bad Habit'}",,,,,
273,"{'artist': 'My Chemical Romance', 'album': 'The Black Parade', 'track': 'Famous Last Words'}",,,,,
274,"{'artist': 'Bad Suns', 'album': 'Disappear Here', 'track': 'How Am I Not Myself'}",,,,,
275,"{'artist': 'Pinegrove', 'album': 'Pinegrove on Audiotree Live', 'track': 'Angelina - Audiotree Live Version'}",,,,,
276,"{'artist': 'Bad Suns', 'album': 'Language & Perspective', 'track': 'Matthew James'}",,,,,
277,"{'artist': 'Kanye West', 'album': 'Late Registration', 'track': 'Gold Digger'}",,,,,
278,"{'artist': 'WALK THE MOON', 'album': 'Tightrope EP', 'track': 'anywayican'}",,,,,
279,"{'artist': 'Anamanaguchi', 'album': 'Endless Fantasy', 'track': 'Prom Night'}",,,,,
280,"{'artist': 'Car Seat Headrest', 'album': 'Teens of Denial', 'track': 'Drunk Drivers/Killer Whales'}",,,,,
281,"{'artist': 'Real Friends', 'album': 'More Acoustic Songs', 'track': ""I Don't Love You Anymore - Acoustic Version""}",,,,,
282,"{'artist': 'Jukebox The Ghost', 'album': 'Jukebox The Ghost', 'track': 'Postcard'}",,,,,
283,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': 'Fame < Infamy'}",,,,,
284,"{'artist': 'Dexys Midnight Runners', 'album': 'Too Rye Ay', 'track': 'Come On Eileen'}",,,,,
285,"{'artist': 'WALK THE MOON', 'album': 'Tightrope EP', 'track': 'Burning Down The House - Live'}",,,,,
286,"{'artist': 'Maroon 5', 'album': 'Girls Like You (feat. Cardi B)', 'track': 'Girls Like You (feat. Cardi B)'}",,,,,
287,"{'artist': 'Michelle Branch', 'album': 'The Spirit Room', 'track': 'Everywhere'}",,,,,
288,"{'artist': 'flor', 'album': ""come out. you're hiding"", 'track': 'rely'}",,,,,
289,"{'artist': 'The Cardboard Swords', 'album': 'Remnants', 'track': 'Nickels'}",,,,,
290,"{'artist': 'Justin Timberlake', 'album': 'What Goes Around...Comes Around', 'track': 'What Goes Around...Comes Around - Radio Edit'}",,,,,
291,"{'artist': 'Dillon Francis', 'album': 'Money Sucks, Friends Rule', 'track': 'Love in the Middle of a Firefight (feat. Brendon Urie)'}",,,,,
292,"{'artist': 'Watsky', 'album': 'All You Can Do', 'track': ""Let's Get High And Watch Planet Earth""}",,,,,
293,"{'artist': 'Two Door Cinema Club', 'album': 'Four Words To Stand On', 'track': 'Do You Want It All? - Original Demo'}",,,,,
294,"{'artist': 'Freedom Fry', 'album': 'Summer in the City', 'track': 'Summer in the City'}",,,,,
295,"{'artist': 'Ra Ra Riot', 'album': 'Bad To Worse', 'track': 'Bad To Worse'}",,,,,
296,"{'artist': 'Von Wegen Lisbeth', 'album': 'sweetlilly93@hotmail.com', 'track': 'Irgendwas über Delfine'}",,,,,
297,"{'artist': 'cupcakKe', 'album': 'Cum Cake', 'track': 'Deepthroat'}",,,,,
298,"{'artist': 'Wild Party', 'album': 'Phantom Pop', 'track': 'Take My Advice'}",,,,,
299,"{'artist': 'Jetty Bones', 'album': 'Old Women', 'track': 'Innocent Party'}",,,,,
300,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': ""I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You)""}",,,,,
301,"{'artist': 'Post Malone', 'album': 'beerbongs & bentleys', 'track': 'Better Now'}",,,,,
302,"{'artist': 'Cobra Starship', 'album': 'Hot Mess', 'track': 'Good Girls Go Bad (feat. Leighton Meester)'}",,,,,
303,"{'artist': 'WALK THE MOON', 'album': 'TALKING IS HARD', 'track': 'Down In the Dumps'}",,,,,
304,"{'artist': 'fun.', 'album': 'Sight of the Sun', 'track': 'Sight of the Sun - Single Version'}",,,,,
305,"{'artist': 'Shawn Mendes', 'album': 'Shawn Mendes', 'track': ""Fallin' All In You""}",,,,,
306,"{'artist': 'AJR', 'album': 'The Click', 'track': ""I'm Not Famous""}",,,,,
307,"{'artist': 'Fall Out Boy', 'album': 'Folie à Deux', 'track': '27'}",,,,,
308,"{'artist': 'Bad Suns', 'album': 'Disappear Here', 'track': ""Maybe We're Meant To Be Alone""}",,,,,
309,"{'artist': 'Yuck', 'album': 'Yuck', 'track': 'Suicide Policeman'}",,,,,
310,"{'artist': 'The Wombats', 'album': 'Glitterbug', 'track': 'Give Me a Try'}",,,,,
311,"{'artist': 'Twenty One Pilots', 'album': 'Trench', 'track': 'Neon Gravestones'}",,,,,
312,"{'artist': 'Kanye West', 'album': 'Graduation', 'track': 'Homecoming'}",,,,,
313,"{'artist': 'Sum 41', 'album': 'Does This Look Infected?', 'track': 'Still Waiting'}",,,,,
314,"{'artist': 'Side Saddle', 'album': 'The Postcard - EP', 'track': 'Reverie'}",,,,,
315,"{'artist': 'Buster Blue', 'album': 'Sleep Less Where the Heart Is', 'track': 'Hallucinating in C# Minor'}",,,,,
316,"{'artist': 'Rainbow Kitten Surprise', 'album': 'Seven + Mary', 'track': 'Devil Like Me'}",,,,,
317,"{'artist': 'Muse', 'album': 'The Resistance', 'track': 'Undisclosed Desires'}",,,,,
318,"{'artist': 'Little Comets', 'album': 'Life Is Elsewhere', 'track': 'Bayonne'}",,,,,
319,"{'artist': 'Joywave', 'album': ""It's A Trip!"", 'track': ""It's A Trip!""}",,,,,
320,"{'artist': 'Matt Nathanson', 'album': 'Some Mad Hope', 'track': 'Come On Get Higher'}",,,,,
321,"{'artist': 'Kesha', 'album': 'Rich, White, Straight Men', 'track': 'Rich, White, Straight Men'}",,,,,
322,"{'artist': 'BTS', 'album': ""Love Yourself 承 'Her'"", 'track': 'Pied Piper'}",,,,,
323,"{'artist': 'Fall Out Boy', 'album': 'Infinity On High', 'track': ""This Ain't A Scene, It's An Arms Race""}",,,,,
324,"{'artist': 'Modern Baseball', 'album': ""You're Gonna Miss It All"", 'track': 'Apartment'}",,,,,
325,"{'artist': 'Cavetown', 'album': '16\u200b / \u200b04\u200b / \u200b16', 'track': 'So Much'}",,,,,
326,"{'artist': 'One Direction', 'album': 'FOUR', 'track': 'Fireproof'}",,,,,
327,"{'artist': 'Fynn Kliemann', 'album': 'Nie', 'track': 'Morgen'}",,,,,
328,"{'artist': 'Maroon 5', 'album': ""It Won't Be Soon Before Long."", 'track': 'Makes Me Wonder'}",,,,,
329,"{'artist': 'The Matches', 'album': 'E. Von Dahl Killed the Locals', 'track': 'Scratched Out'}",,,,,
330,"{'artist': 'WALK THE MOON', 'album': 'What If Nothing', 'track': 'Headphones'}",,,,,
331,"{'artist': 'Lin-Manuel Miranda', 'album': 'Moana', 'track': 'We Know The Way - Finale'}",,,,,
332,"{'artist': 'AJR', 'album': 'Bang!', 'track': 'Bang!'}",,,,,
333,"{'artist': 'Watsky', 'album': 'All You Can Do', 'track': 'Never Let It Die'}",,,,,
334,"{'artist': 'Watsky', 'album': 'All You Can Do', 'track': 'All You Can Do'}",,,,,
335,"{'artist': 'Vampire Weekend', 'album': 'Harmony Hall / 2021', 'track': '2021'}",,,,,
336,"{'artist': 'BTS', 'album': ""Love Yourself 轉 'Tear'"", 'track': 'The Truth Untold'}",,,,,
337,"{'artist': 'The Format', 'album': 'EP', 'track': 'The First Single'}",,,,,
338,"{'artist': 'Marianas Trench', 'album': ""Masterpiece Theatre Director's Cut"", 'track': 'Celebrity Status'}",,,,,
339,"{'artist': 'AWOLNATION', 'album': 'Megalithic Symphony Deluxe', 'track': 'Sail'}",,,,,
340,"{'artist': 'Greyson Chance', 'album': 'Hold On ‘Til The Night', 'track': 'Waiting Outside The Lines'}",,,,,
341,"{'artist': 'Bazzi', 'album': 'COSMIC', 'track': 'Beautiful'}",,,,,
342,"{'artist': 'AJR', 'album': 'Neotheater', 'track': ""Don't Throw Out My Legos""}",,,,,
343,"{'artist': 'Sorority Noise', 'album': ""You're Not As ______ As You Think"", 'track': 'Where Are You?'}",,,,,
344,"{'artist': 'Fall Out Boy', 'album': 'Folie à Deux', 'track': ""I Don't Care - Single Version""}",,,,,
345,"{'artist': 'Paramore', 'album': 'Riot!', 'track': 'Miracle'}",,,,,
346,"{'artist': 'Veridian', 'album': '40826d', 'track': 'Sleep a Little Better'}",,,,,
347,"{'artist': 'Fall Out Boy', 'album': 'From Under The Cork Tree', 'track': 'XO'}",,,,,
348,"{'artist': 'Grouplove', 'album': 'Let Me In', 'track': 'Let Me In - Soundtrack Version'}",,,,,
349,"{'artist': 'Watsky', 'album': 'COMPLAINT', 'track': 'No Complaints No Conversation'}",,,,,
350,"{'artist': 'Joywave', 'album': 'Content', 'track': ""Little Lies You're Told""}",,,,,
351,"{'artist': 'Queen', 'album': 'Jazz', 'track': ""Don't Stop Me Now - 2011 Mix""}",,,,,
352,"{'artist': 'The Front Bottoms', 'album': 'Ann', 'track': 'Today Is Not Real'}",,,,,
353,"{'artist': 'Lemon Demon', 'album': 'Spirit Phone', 'track': 'Touch-Tone Telephone'}",,,,,
354,"{'artist': 'Car Seat Headrest', 'album': 'Teens of Denial', 'track': 'Fill in the Blank'}",,,,,
355,"{'artist': 'Fitz and The Tantrums', 'album': 'More Than Just A Dream', 'track': 'Keepin Our Eyes Out'}",,,,,
356,"{'artist': 'Troye Sivan', 'album': 'Love, Simon (Original Motion Picture Soundtrack)', 'track': 'Strawberries & Cigarettes'}",,,,,
357,"{'artist': 'Tracy Chapman', 'album': 'Tracy Chapman', 'track': 'Fast Car'}",,,,,
358,"{'artist': 'Years & Years', 'album': 'Palo Santo', 'track': 'All For You'}",,,,,
359,"{'artist': 'blink-182', 'album': 'Take Off Your Pants And Jacket', 'track': 'The Rock Show'}",,,,,
360,"{'artist': 'The Downtown Fiction', 'album': ""Let's Be Animals"", 'track': 'I Just Wanna Run'}",,,,,
361,"{'artist': 'Peach Tree Rascals', 'album': 'Mariposa', 'track': 'Mariposa'}",,,,,
362,"{'artist': 'blink-182', 'album': 'Greatest Hits', 'track': 'Carousel'}",,,,,
363,"{'artist': 'Modern Baseball', 'album': ""You're Gonna Miss It All"", 'track': 'Going To Bed Now'}",,,,,
364,"{'artist': 'Joywave', 'album': 'Koda Vista', 'track': 'Golden State'}",,,,,
365,"{'artist': 'WALK THE MOON', 'album': 'Walk The Moon', 'track': 'I Can Lift a Car'}",,,,,
366,"{'artist': 'Real Friends', 'album': 'The Home Inside My Head', 'track': 'Keep Lying To Me'}",,,,,
367,"{'artist': 'Good Charlotte', 'album': 'Good Morning Revival', 'track': ""I Don't Wanna Be In Love (Dance Floor Anthem)""}",,,,,
368,"{'artist': 'The Neighbourhood', 'album': 'I Love You.', 'track': 'Afraid'}",,,,,
369,"{'artist': 'Fall Out Boy', 'album': 'American Beauty/American Psycho', 'track': 'Jet Pack Blues'}",,,,,
370,"{'artist': 'MARINA', 'album': 'Electra Heart', 'track': 'Teen Idle'}",,,,,
371,"{'artist': 'My Chemical Romance', 'album': 'Danger Days: The True Lives of the Fabulous Killjoys', 'track': 'DESTROYA'}",,,,,
372,"{'artist': 'Pinegrove', 'album': 'Cardinal', 'track': 'New Friends'}",,,,,
373,"{'artist': 'The Kooks', 'album': 'Inside In / Inside Out', 'track': 'She Moves In Her Own Way'}",,,,,
374,"{'artist': 'Lemuria', 'album': 'The First Collection 2005-2006', 'track': 'Sophomore'}",,,,,
375,"{'artist': 'Rex Orange County', 'album': 'Apricot Princess', 'track': 'Untitled'}",,,,,
376,"{'artist': 'We The Kings', 'album': 'We The Kings', 'track': 'Skyway Avenue'}",,,,,
377,"{'artist': 'Fall Out Boy', 'album': 'Folie à Deux', 'track': 'Disloyal Order Of Water Buffaloes'}",,,,,
378,"{'artist': 'Matt Nathanson', 'album': 'Same Drugs', 'track': 'Same Drugs'}",,,,,
379,"{'artist': 'Twenty One Pilots', 'album': 'Blurryface', 'track': 'Goner'}",,,,,
380,"{'artist': 'Galantis', 'album': 'The Aviary', 'track': 'True Feeling'}",,,,,
381,"{'artist': 'Ivory Hours', 'album': 'Morning Light', 'track': 'Warpaint'}",,,,,
382,"{'artist': 'AWOLNATION', 'album': 'Megalithic Symphony Deluxe', 'track': 'Soul Wars'}",,,,,
383,"{'artist': 'blink-182', 'album': 'blink-182', 'track': 'Asthenia'}",,,,,
384,"{'artist': 'Simple Plan', 'album': 'No Pads, No Helmets...Just Balls', 'track': ""I'm Just A Kid""}",,,,,
385,"{'artist': 'Taking Back Sunday', 'album': 'Louder Now', 'track': 'Liar (It Takes One To Know One)'}",,,,,
386,"{'artist': 'Kenny Man', 'album': 'Ni Gucci Ni Prada', 'track': 'Ni Gucci Ni Prada'}",,,,,
387,"{'artist': 'The Killers', 'album': 'Hot Fuss', 'track': ""Andy, You're A Star""}",,,,,
388,"{'artist': 'Paramore', 'album': 'Paramore', 'track': ""Ain't It Fun""}",,,,,
389,"{'artist': 'blink-182', 'album': 'Greatest Hits', 'track': 'Dammit'}",,,,,
390,"{'artist': 'James Vincent McMorrow', 'album': 'We Move', 'track': 'Get Low'}",,,,,
391,"{'artist': 'YOG$', 'album': 'Alive', 'track': 'Alive'}",,,,,
392,"{'artist': 'The Boy Least Likely To', 'album': 'The Best Party Ever', 'track': 'Paper Cuts'}",,,,,
393,"{'artist': 'Car Seat Headrest', 'album': 'Teens of Style', 'track': 'Something Soon'}",,,,,
394,"{'artist': 'The Fratellis', 'album': 'Costello Music', 'track': 'Whistle For The Choir'}",,,,,
395,"{'artist': 'Muse', 'album': 'Black Holes and Revelations', 'track': 'Supermassive Black Hole'}",,,,,
396,"{'artist': 'The Killers', 'album': 'Hot Fuss', 'track': ""All These Things That I've Done""}",,,,,
397,"{'artist': 'Fleet Foxes', 'album': 'Sun Giant', 'track': 'Mykonos'}",,,,,
398,"{'artist': 'Von Wegen Lisbeth', 'album': 'sweetlilly93@hotmail.com', 'track': 'Am wenigsten zu sagen'}",,,,,
399,"{'artist': 'Grouplove', 'album': 'Big Mess', 'track': 'Hollywood'}",,,,,
400,"{'artist': 'girl in red', 'album': 'summer depression', 'track': 'summer depression'}",,,,,
401,"{'artist': 'BTS', 'album': 'MAP OF THE SOUL : 7', 'track': 'ON'}",,,,,
402,"{'artist': 'Panic! At The Disco', 'album': 'Death of a Bachelor', 'track': 'Golden Days'}",,,,,
403,"{'artist': 'Vampire Weekend', 'album': 'Contra', 'track': 'Giving Up The Gun'}",,,,,
404,"{'artist': 'Sledding With Tigers', 'album': 'A Necessary Bummer', 'track': 'That One Limp Bizkit Song'}",,,,,
405,"{'artist': 'The Ready Set', 'album': ""I'm Alive, I'm Dreaming"", 'track': 'Love Like Woe'}",,,,,
406,"{'artist': 'Ed Sheeran', 'album': '÷', 'track': 'New Man'}",,,,,
407,"{'artist': 'Queen', 'album': 'Bohemian Rhapsody', 'track': 'Radio Ga Ga - Live Aid'}",,,,,
408,"{'artist': 'I DONT KNOW HOW BUT THEY FOUND ME', 'album': 'Modern Day Cain', 'track': 'Modern Day Cain'}",,,,,
409,"{'artist': 'half•alive', 'album': 'RUNAWAY', 'track': 'RUNAWAY'}",,,,,
410,"{'artist': 'Will Joseph Cook', 'album': 'Hey Brother', 'track': 'Hey Brother'}",,,,,
411,"{'artist': 'Ritt Momney', 'album': 'Young Adult', 'track': 'Young Adult'}",,,,,
412,"{'artist': 'The Social Club', 'album': 'Cheap Pop', 'track': 'Cheap Pop'}",,,,,
413,"{'artist': 'Endeavor', 'album': 'Bedtime', 'track': 'Bedtime'}",,,,,
414,"{'artist': 'Bleachers', 'album': 'Gone Now', 'track': 'Everybody Lost Somebody'}",,,,,
415,"{'artist': 'The Killers', 'album': 'Battle Born', 'track': 'Battle Born'}",,,,,
416,"{'artist': 'The Fray', 'album': 'How To Save A Life', 'track': 'Look After You'}",,,,,
417,"{'artist': 'Mating Ritual', 'album': 'I Wear Glasses', 'track': 'I Wear Glasses'}",,,,,
418,"{'artist': 'Eric Nam', 'album': 'Honestly', 'track': 'Honestly'}",,,,,
419,"{'artist': 'The 1975', 'album': 'I like it when you sleep, for you are so beautiful yet so unaware of it', 'track': ""She's American""}",,,,,
420,"{'artist': 'Against Me!', 'album': 'Transgender Dysphoria Blues', 'track': 'Black Me Out'}",,,,,
421,"{'artist': 'Panic! At The Disco', 'album': 'Vices & Virtues', 'track': 'Trade Mistakes'}",,,,,
422,"{'artist': 'Father John Misty', 'album': 'I Love You, Honeybear', 'track': 'Bored In The USA'}",,,,,
423,"{'artist': 'Coldplay', 'album': 'Parachutes', 'track': 'Sparks'}",,,,,
424,"{'artist': 'Andrew McMahon in the Wilderness', 'album': 'The Pop Underground EP', 'track': 'Synesthesia'}",,,,,
425,"{'artist': 'Brent Walsh', 'album': 'Are You Even There at All?', 'track': 'Moon Creep'}",,,,,
426,"{'artist': 'With Confidence', 'album': 'Better Weather', 'track': 'Voldemort'}",,,,,
427,"{'artist': 'Steel Train', 'album': 'Steel Train', 'track': 'Bullet'}",,,,,
428,"{'artist': 'Buster Blue', 'album': 'Sleep Less Where the Heart Is', 'track': ""Leave Me in Coeur d'Alene""}",,,,,
429,"{'artist': 'Geographer', 'album': 'Ghost Modern', 'track': 'You Say You Love Me'}",,,,,
430,"{'artist': 'Lil Dicky', 'album': 'Earth', 'track': 'Earth'}",,,,,
431,"{'artist': 'Car Seat Headrest', 'album': ""Unforgiving Girl (She's Not A Single Version)"", 'track': ""Unforgiving Girl (She's Not A Single Version)""}",,,,,
432,"{'artist': 'The Wombats', 'album': 'The Wombats proudly present...This Modern Glitch', 'track': 'Jump into the Fog'}",,,,,
433,"{'artist': 'Seahaven', 'album': 'Reverie Lagoon: Music For Escapism Only', 'track': 'Silhouette (Latin Skin)'}",,,,,
434,"{'artist': 'Bad Suns', 'album': 'Transpose EP', 'track': '20 Years'}",,,,,
